index,workflow_ID,dataset_name,class_key,filter_min_counts,normalize_size_factors,scale_input,logtrans_input,model_name,ae_type,hidden_size,hidden_dropout,batchnorm,activation,init,epochs,reduce_lr,early_stop,batch_size,optimizer,verbose,threads,learning_rate,n_perm,permute,mode,pct_split,obs_key,n_keep,keep_obs,train_test_random_seed,obs_subsample,make_fake,true_celltype,false_celltype,pct_false,predictor_model,predict_key,predictor_hidden_sizes,predictor_epochs,predictor_batch_size,semi_sup,predictor_activation,unlabeled_category,save_zinb_param,use_raw_as_output,contrastive_margin,same_class_pct,change_perm,use_TEST,split_strategy,batch_removal_weight,use_hvg
4840,4840,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,sum_marker_score,,
4865,4865,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,random,,
4866,4866,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4867,4867,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4868,4868,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,random,,
4869,4869,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4870,4870,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4871,4871,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,random,,
4872,4872,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4873,4873,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4874,4874,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,random,,
4875,4875,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4876,4876,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4877,4877,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,random,,
4878,4878,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4879,4879,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4880,4880,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,random,,
4881,4881,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4882,4882,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4883,4883,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,random,,
4884,4884,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4885,4885,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4886,4886,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,random,,
4887,4887,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4888,4888,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4895,4895,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,,,
4896,4896,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,,,
4897,4897,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,,,
4898,4898,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,,,
4899,4899,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,,,
4900,4900,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,,,
4907,4907,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,,,
4908,4908,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,,,
4909,4909,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,,,
4910,4910,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,,,
4911,4911,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,,,
4912,4912,ajrccm,celltype,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,150.0,10.0,15.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,,,
4793,4793,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4794,4794,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,avg_marker_ranking,,
4795,4795,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,sum_marker_score,,
4796,4796,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4797,4797,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,avg_marker_ranking,,
4798,4798,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,sum_marker_score,,
4799,4799,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4800,4800,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,avg_marker_ranking,,
4801,4801,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,sum_marker_score,,
4802,4802,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4803,4803,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,avg_marker_ranking,,
4804,4804,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,sum_marker_score,,
4805,4805,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4806,4806,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,avg_marker_ranking,,
4807,4807,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,sum_marker_score,,
4808,4808,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4809,4809,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,avg_marker_ranking,,
4810,4810,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,sum_marker_score,,
4811,4811,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4812,4812,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,avg_marker_ranking,,
4813,4813,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,sum_marker_score,,
4814,4814,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4815,4815,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,avg_marker_ranking,,
4816,4816,ajrccm,celltype,True,True,False,False,dca_permuted,contrastive,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,sum_marker_score,,
4841,4841,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,random,,
4842,4842,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4843,4843,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4844,4844,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,random,,
4845,4845,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4846,4846,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4847,4847,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,random,,
4848,4848,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4849,4849,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4850,4850,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,random,,
4851,4851,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4852,4852,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,64,100,32,0.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4853,4853,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,random,,
4854,4854,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4855,4855,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4856,4856,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,random,,
4857,4857,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4858,4858,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
4859,4859,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,random,,
4860,4860,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,avg_marker_ranking,,
4861,4861,ajrccm,celltype,True,True,False,False,dca_permuted,normal,"(2000, 128, 64, 128, 2000)",0.0,True,relu,glorot_uniform,100.0,10.0,20.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,64,100,32,1.0,softmax,,0.0,0.0,,,True,True,sum_marker_score,,
